,Age,Candidate,Criminal_Case,District,Education,Party,State,Winner,Year,Liabilities_num,Assets_num
5579,32,L Venugopal,0,CHITRADURGA,Others,IND,KARNATAKA,No,2019,1600000,3332000
5580,40,Lokesha M K,0,CHITRADURGA,Graduate Professional,IND,KARNATAKA,No,2019,0,351520
5581,38,Mahanthesh C U,1,CHITRADURGA,12th Pass,BSP,KARNATAKA,No,2019,0,555210
5582,76,B.N.Bache Gowda,0,CHIKKBALLAPUR,Graduate Professional,BJP,KARNATAKA,Yes,2019,0,1153501141
5583,61,Abdulkarim Desai,0,CHIKKBALLAPUR,Post Graduate,IND,KARNATAKA,No,2019,3100000,8599316
5584,37,Gangadhar Badiger,0,DHARWAD,Graduate Professional,SUCI(C),KARNATAKA,No,2019,0,95105
5585,55,Hashinabanu Tapalvale,0,DHARWAD,Illiterate,IND,KARNATAKA,No,2019,0,80000
5586,44,Irappa Madar,0,DHARWAD,10th Pass,BSP,KARNATAKA,No,2019,950000,317000
5587,42,Makhtum Khan Hasanalikhan Sirdesai,0,DHARWAD,Graduate,IND,KARNATAKA,No,2019,400000,65610000
5588,63,Kallappa Adiveppa Gudasi,0,CHIKKODI,12th Pass,IND,KARNATAKA,No,2019,900000,6185000
5589,49,Machchendra Davalu Kadapure,0,CHIKKODI,8th Pass,BSP,KARNATAKA,No,2019,0,186398
5590,58,Magdum Ismailmagdum,0,CHIKKODI,10th Pass,RPI,KARNATAKA,No,2019,281000,2531500
5591,38,Niranjana A D Cheelangi,0,CHITRADURGA,Post Graduate,Ambedkar Samaj Party,KARNATAKA,No,2019,35000,421700
5592,70,R Hanumanthappa,0,CHITRADURGA,Others,IND,KARNATAKA,No,2019,630000,1870700
5593,39,Ramesha V,0,CHITRADURGA,Post Graduate,IND,KARNATAKA,No,2019,480000,2429000
5594,48,S Meetyanaik,0,CHITRADURGA,Graduate,Pragatishil Samajwadi Party (Lohia),KARNATAKA,No,2019,900000,2441136
5595,30,Alanguru Kanakalakshmi,0,CHIKKBALLAPUR,10th Pass,IND,KARNATAKA,No,2019,0,3920000
5596,48,D.Palya Khadar Subhan Khan,0,CHIKKBALLAPUR,10th Pass,Samajwadi Janata Party(Karnataka),KARNATAKA,No,2019,0,6450000
5597,65,Dr. C.S.Dwarakanath,0,CHIKKBALLAPUR,Post Graduate,BSP,KARNATAKA,No,2019,0,40844395
5598,54,Mallikarjunagouda Giriyappagouda Balanagoudra,0,DHARWAD,5th Pass,IND,KARNATAKA,No,2019,1400000,6135260
5599,46,Maradagi Veerappa Gurushantappa,0,DHARWAD,12th Pass,IND,KARNATAKA,No,2019,1000000,7650000
5600,39,Raju Anantsa Naikwadi,1,DHARWAD,10th Pass,IND,KARNATAKA,No,2019,0,1800000
5601,43,Mohan Gurappa Motannavar,0,CHIKKODI,Graduate Professional,IND,KARNATAKA,No,2019,255000,1392350
5602,72,Prakash Babanna Hukkeri,0,CHIKKODI,10th Pass,INC,KARNATAKA,No,2019,3881000,192138555
5603,27,Praveenkumar Baligatti,0,CHIKKODI,Graduate Professional,Uttama Prajaakeeya Party,KARNATAKA,No,2019,0,32000
5604,40,Shrinik Annasaheb Jangate,0,CHIKKODI,12th Pass,IND,KARNATAKA,No,2019,160000,1000000
5605,29,Vishwnath Kalloli Wajantri,0,CHIKKODI,12th Pass,IND,KARNATAKA,No,2019,40000,151500
5606,63,Thippeswamy T,0,CHITRADURGA,10th Pass,IND,KARNATAKA,No,2019,0,3550000
5607,31,V S Bhutharaja,0,CHITRADURGA,Post Graduate,IND,KARNATAKA,No,2019,100000,700000
5608,62,L. Nagaraj,0,CHIKKBALLAPUR,Others,IND,KARNATAKA,No,2019,30000,21470000
5609,79,M.Veerappa Moily,0,CHIKKBALLAPUR,Graduate Professional,INC,KARNATAKA,No,2019,104316683,234515884
5610,30,Muniraju.G,0,CHIKKBALLAPUR,Others,Uttama Prajaakeeya Party,KARNATAKA,No,2019,0,36399
5611,35,Raju Harishchandra Kamble,0,DHARWAD,Post Graduate,Azad Mazdoor Kissan Party,KARNATAKA,No,2019,0,79835
5612,28,Revanshiddappa Basavaraj Talawar,0,DHARWAD,10th Pass,Bharatiya Prajagala Kalyana Paksha,KARNATAKA,No,2019,175000,1640000
5613,40,Santosh Nandur,0,DHARWAD,Post Graduate,Uttama Prajaakeeya Party,KARNATAKA,No,2019,172551,2281541
5614,37,Shakeel Ahmad Abdulsattar Dodwad,0,DHARWAD,5th Pass,IND,KARNATAKA,No,2019,0,347750
5615,42,Somashekhar Peeraji Yadav,0,DHARWAD,10th Pass,IND,KARNATAKA,No,2019,0,324209
5616,43,Nagendra Rao Shinde,0,CHIKKBALLAPUR,Post Graduate,Karnataka Jantha Paksha,KARNATAKA,No,2019,511131,16019934
5617,26,Nalina.K.S,0,CHIKKBALLAPUR,12th Pass,IND,KARNATAKA,No,2019,0,66925
5618,38,Nasrulla,0,CHIKKBALLAPUR,Literate,IND,KARNATAKA,No,2019,0,17000
5619,46,Udayakumar Ayyappa Ambiger,0,DHARWAD,Illiterate,IND,KARNATAKA,No,2019,129180,785161
5620,49,Vadiraj Mannari Madhusudhan,3,DHARWAD,Graduate,All India Hindustan Congress Party,KARNATAKA,No,2019,0,1135000
5621,52,Vinay Kulkarni,0,DHARWAD,12th Pass,INC,KARNATAKA,No,2019,0,197860927
5622,54,Vinod D Ghodke,0,DHARWAD,8th Pass,Proutist Bloc India,KARNATAKA,No,2019,45000,105000
5623,62,Nazir Ahmed,0,CHIKKBALLAPUR,10th Pass,Karnataka Karmikara Paksha,KARNATAKA,No,2019,0,7537378
5624,38,Phaniraj.S.V,0,CHIKKBALLAPUR,Others,IND,KARNATAKA,No,2019,575000,3053000
5625,36,S.R.Nageshareddy,0,CHIKKBALLAPUR,8th Pass,Ambedkar Samaj Party,KARNATAKA,No,2019,0,670000
5626,48,S.Varalakshmi,3,CHIKKBALLAPUR,12th Pass,CPI(M),KARNATAKA,No,2019,0,969310
5627,50,Bhagwanth Khuba,1,BIDAR,Graduate Professional,BJP,KARNATAKA,Yes,2019,10239000,51836416
5628,53,Abdus Sattar Mujahed,1,BIDAR,Graduate,Akhil Bharatiya Muslim League (Secular),KARNATAKA,No,2019,0,2585000
5629,36,Ambresh Kencha,0,BIDAR,Graduate,Uttama Prajaakeeya Party,KARNATAKA,No,2019,926000,17381000
5630,32,Dayanand,0,BIDAR,10th Pass,Ambedkarite Party of India,KARNATAKA,No,2019,75000,17000
5631,57,Eshwar,0,BIDAR,Graduate Professional,INC,KARNATAKA,No,2019,7332800,123313691
5632,41,Maulappa,0,BIDAR,Graduate Professional,IND,KARNATAKA,No,2019,936000,2846000
5633,63,Maulasab,0,BIDAR,Post Graduate,IND,KARNATAKA,No,2019,0,1552000
5634,34,Md Merajuddin,0,BIDAR,8th Pass,Bahujan Maha Party,KARNATAKA,No,2019,0,130800
5635,47,Mohammed Abdul Wakeel,0,BIDAR,10th Pass,Bharat Prabhat Party,KARNATAKA,No,2019,0,785000
5636,42,Mohammed Yousuf,0,BIDAR,10th Pass,Praja Satta Party,KARNATAKA,No,2019,0,103950
5637,65,Moulvi Zameruddin,0,BIDAR,Graduate Professional,National Development Party,KARNATAKA,No,2019,100000,2401259
5638,56,Rajambi,0,BIDAR,5th Pass,Bhartiya Bahujan Kranti Dal,KARNATAKA,No,2019,0,230000
5639,33,Rajkumar,0,BIDAR,Post Graduate,Purvanchal Janta Party (Secular),KARNATAKA,No,2019,0,1180000
5640,48,Ravi,0,BIDAR,Graduate Professional,IND,KARNATAKA,No,2019,650000,8360000
5641,65,S.H Bukhari,0,BIDAR,10th Pass,BSP,KARNATAKA,No,2019,0,10212000
5642,28,Saibanna,0,BIDAR,Graduate Professional,IND,KARNATAKA,No,2019,0,721300
5643,34,Santosh,0,BIDAR,10th Pass,Bharatiya Jan Kranti Dal (Democratic),KARNATAKA,No,2019,0,5160000
5644,44,Shaik Abdul Gaffar,0,BIDAR,Post Graduate,IND,KARNATAKA,No,2019,0,340512
5645,46,Sharad,0,BIDAR,12th Pass,IND,KARNATAKA,No,2019,90000,7428000
5646,66,Shivaraj,0,BIDAR,Graduate,IND,KARNATAKA,No,2019,85000,2942000
5647,67,Shrimanth Yevate Patil,0,BIDAR,Post Graduate,IND,KARNATAKA,No,2019,0,50000
5648,29,Sugriv Bharat Kachave,0,BIDAR,8th Pass,Kranti Kari Jai Hind Sena,KARNATAKA,No,2019,0,20000
5649,71,V Srinivas Prasad,0,CHAMARAJANAGAR,Post Graduate,BJP,KARNATAKA,Yes,2019,324909,143804441
5650,33,Anand Jivan Ram,0,CHAMARAJANAGAR,10th Pass,IND,KARNATAKA,No,2019,0,50000
5651,42,Dr Shivakumara,0,CHAMARAJANAGAR,Doctorate,BSP,KARNATAKA,No,2019,11600000,16580750
5652,49,G.D. Rajagopal,0,CHAMARAJANAGAR,10th Pass,IND,KARNATAKA,No,2019,0,23000
5653,49,Hanur Nagaraju,0,CHAMARAJANAGAR,Post Graduate,Uttama Prajaakeeya Party,KARNATAKA,No,2019,98000,550100
5654,33,M Pradeep Kumar,0,CHAMARAJANAGAR,12th Pass,IND,KARNATAKA,No,2019,0,165000
5655,66,Jigajinagi Ramesh Chandappa,0,BIJAPUR,Graduate,BJP,KARNATAKA,Yes,2019,1600000,504122985
5656,34,Balaji Dyamanna Waddar,1,BIJAPUR,10th Pass,IND,KARNATAKA,No,2019,125000,211500
5657,67,Y. Devendrappa,0,BELLARY,5th Pass,BJP,KARNATAKA,Yes,2019,250000,40107878
5658,32,N Ambarish,0,CHAMARAJANAGAR,12th Pass,IND,KARNATAKA,No,2019,100000,105000
5659,30,Prasanna Kumar B,0,CHAMARAJANAGAR,Graduate Professional,Karnataka Praja Party (RaithaParva),KARNATAKA,No,2019,192544,1556524
5660,58,R Dhruvanarayana,0,CHAMARAJANAGAR,Post Graduate,INC,KARNATAKA,No,2019,2190481,92418254
5661,52,D.K. Suresh,5,BANGALORE RURAL,12th Pass,INC,KARNATAKA,Yes,2019,519320305,3388920717
5662,59,Ashwathnarayangowda,2,BANGALORE RURAL,10th Pass,BJP,KARNATAKA,No,2019,0,293535096
5663,46,Dadasab Siddappa Bagayat,0,BIJAPUR,12th Pass,IND,KARNATAKA,No,2019,850000,17776767
5664,33,Dhareppa Mahadev Ardhavar,0,BIJAPUR,Graduate Professional,IND,KARNATAKA,No,2019,675000,3226500
5665,51,A. Devadas,0,BELLARY,8th Pass,SUCI(C),KARNATAKA,No,2019,0,1943531
5666,40,B. Eshwarappa,1,BELLARY,8th Pass,SHS,KARNATAKA,No,2019,1350000,304000
5667,35,B. Raghu,0,BELLARY,12th Pass,Pyramid Party of India,KARNATAKA,No,2019,0,202855
5668,69,K. Gulappa,0,BELLARY,12th Pass,BSP,KARNATAKA,No,2019,300000,9378000
5669,50,Subbaiah,0,CHAMARAJANAGAR,12th Pass,Indian New Congress Party,KARNATAKA,No,2019,0,37000
5670,50,B. Gopal,0,BANGALORE RURAL,8th Pass,IND,KARNATAKA,No,2019,489650,850000
5671,38,D M Madegowda,0,BANGALORE RURAL,10th Pass,Republican Sena,KARNATAKA,No,2019,489650,849106
5672,43,Dr Chinnappa Y Chikkahagade,0,BANGALORE RURAL,Graduate,BSP,KARNATAKA,No,2019,500000,8810000
5673,42,Dondiba Ramu Rathod,0,BIJAPUR,5th Pass,IND,KARNATAKA,No,2019,76000,7870917
5674,42,Dr. Sunita Devanand Chavan,0,BIJAPUR,Doctorate,JD(S),KARNATAKA,No,2019,14184713,49482018
5675,25,Gurubasava. P . Rabakavi,0,BIJAPUR,12th Pass,Uttama Prajaakeeya Party,KARNATAKA,No,2019,92000,21000
5676,36,Pujari Shrinath Sangappa,3,BIJAPUR,Graduate Professional,BSP,KARNATAKA,No,2019,0,2680100
5677,29,Naveen Kumar. S,0,BELLARY,Graduate,Bharat Prabhat Party,KARNATAKA,No,2019,500000,837500
5678,30,Nayakara Ramappa,0,BELLARY,Post Graduate,Indian Labour Party (Ambedkar Phule),KARNATAKA,No,2019,0,910000
5679,64,Dr. M Venkataswamy,0,BANGALORE RURAL,Post Graduate,RPI(A),KARNATAKA,No,2019,0,595000
5680,65,Eswara,0,BANGALORE RURAL,Graduate,IND,KARNATAKA,No,2019,0,80000
5681,52,H.T. Chikkaraju,0,BANGALORE RURAL,10th Pass,IND,KARNATAKA,No,2019,1250000,4050000
5682,62,J T Prakash,0,BANGALORE RURAL,10th Pass,IND,KARNATAKA,No,2019,0,4563000
5683,36,Ramappa Harijan,3,BIJAPUR,10th Pass,IND,KARNATAKA,No,2019,60000,4184000
5684,55,Rudrappa Deyappa Chalawadi,0,BIJAPUR,Post Graduate,Bharipa Bahujan Mahasangh,KARNATAKA,No,2019,200000,4163500
5685,31,Shrivenkateshwar Maha Swamiji,0,BIJAPUR,Graduate,Hindustan Janta Party,KARNATAKA,No,2019,45000,9
5686,43,P. D. Ramanayaka,0,BELLARY,10th Pass,Republican Party of India (Karnataka),KARNATAKA,No,2019,315000,293970
5687,35,T. Veeresh,0,BELLARY,10th Pass,Samajwadi Forward Bloc,KARNATAKA,No,2019,30000,1360778
5688,34,M.C. Devaraju,0,BANGALORE RURAL,10th Pass,IND,KARNATAKA,No,2019,50000,205000
5689,32,Manjunatha M,0,BANGALORE RURAL,10th Pass,Uttama Prajaakeeya Party,KARNATAKA,No,2019,598250,913400
5690,67,N. Krishnappa,0,BANGALORE RURAL,10th Pass,Pyramid Party of India,KARNATAKA,No,2019,0,8625000
5691,32,Raghu Janagere,0,BANGALORE RURAL,Graduate Professional,IND,KARNATAKA,No,2019,4700000,6828000
5692,43,Rama T C,0,BANGALORE RURAL,Graduate,SUCI(C),KARNATAKA,No,2019,0,379033
5693,37,Yamanappa Vittal Gunadal,2,BIJAPUR,8th Pass,Republican Party of India (Karnataka),KARNATAKA,No,2019,0,370000
5694,65,V. S. Ugrappa,0,BELLARY,Graduate Professional,INC,KARNATAKA,No,2019,22231164,108217325
5695,60,Yeruru Pampapathi,0,BELLARY,12th Pass,IND,KARNATAKA,No,2019,0,1600000
5696,51,Venkateshappa,0,BANGALORE RURAL,8th Pass,Sarva Janata Party,KARNATAKA,No,2019,0,225000
5697,52,Nalin Kumar Kateel,4,DAKSHINA KANNADA,10th Pass,BJP,KARNATAKA,Yes,2019,4450945,14678300
5698,42,Abdul Hameed,0,DAKSHINA KANNADA,5th Pass,IND,KARNATAKA,No,2019,0,668000
5699,61,Alexander,1,DAKSHINA KANNADA,Graduate,IND,KARNATAKA,No,2019,850000,30510500
5700,43,Deepak Rajesh Coelho,0,DAKSHINA KANNADA,12th Pass,IND,KARNATAKA,No,2019,0,4415000
5701,47,H. Suresh Poojary,0,DAKSHINA KANNADA,5th Pass,IND,KARNATAKA,No,2019,0,277000
5702,55,Maxim Pinto,0,DAKSHINA KANNADA,10th Pass,IND,KARNATAKA,No,2019,15780000,24860000
5703,28,Tejasvi Surya,0,BANGALORE SOUTH,Graduate Professional,BJP,KARNATAKA,Yes,2019,0,1346593
5704,58,A.Raju,0,BANGALORE SOUTH,Graduate,BSP,KARNATAKA,No,2019,460000,54419000
5705,51,Ambrose D Mello,0,BANGALORE SOUTH,Post Graduate,IND,KARNATAKA,No,2019,0,70000
5706,34,Mithun M Rai,1,DAKSHINA KANNADA,Graduate,INC,KARNATAKA,No,2019,14804098,32963608
5707,46,Mohammad Khalid,0,DAKSHINA KANNADA,Illiterate,IND,KARNATAKA,No,2019,0,150500
5708,57,Mohammed Eliyas,1,DAKSHINA KANNADA,12th Pass,SDPI,KARNATAKA,No,2019,0,501640
5709,53,S. Sathish Saliyan,0,DAKSHINA KANNADA,12th Pass,BSP,KARNATAKA,No,2019,1410607,2081489
5710,61,B.Chikka Nagesha,0,BANGALORE SOUTH,10th Pass,IND,KARNATAKA,No,2019,0,739626
5711,64,B.K.Hariprasad,0,BANGALORE SOUTH,Graduate,INC,KARNATAKA,No,2019,34400000,150801799
5712,41,B.Sreenivasulu,0,BANGALORE SOUTH,Post Graduate,IND,KARNATAKA,No,2019,0,2011625
5713,43,Bhagya.S,0,BANGALORE SOUTH,Others,IND,KARNATAKA,No,2019,7878679,87780000
5714,43,Supreeth Kumar Poojary,0,DAKSHINA KANNADA,10th Pass,Hindustan Janta Party,KARNATAKA,No,2019,142150,2038000
5715,47,Venkatesh Bende,0,DAKSHINA KANNADA,Graduate,IND,KARNATAKA,No,2019,125000,205000
5716,47,Vijay Shreenivas C,0,DAKSHINA KANNADA,8th Pass,Uttama Prajaakeeya Party,KARNATAKA,No,2019,570000,977230
5717,52,Brahmanand.N,0,BANGALORE SOUTH,8th Pass,IND,KARNATAKA,No,2019,0,34225000
5718,36,Chetan Chaman,0,BANGALORE SOUTH,Graduate,IND,KARNATAKA,No,2019,0,1437610
5719,43,Dr. Banuprakash A.S,0,BANGALORE SOUTH,Post Graduate,Pyramid Party of India,KARNATAKA,No,2019,928000,13151631
5720,47,Dr.John Basco Philips,0,BANGALORE SOUTH,Others,Indian Christian Front,KARNATAKA,No,2019,0,130000
5721,58,G Venkatesh Bhovi,0,BANGALORE SOUTH,10th Pass,IND,KARNATAKA,No,2019,5000,3417000
5722,51,K.C.Nagabhushana Reddy,0,BANGALORE SOUTH,Graduate Professional,IND,KARNATAKA,No,2019,16727517,160347647
5723,38,Kollur Manjunatha Naik,3,BANGALORE SOUTH,Graduate Professional,IND,KARNATAKA,No,2019,120000,2521500
5724,43,Madesh.V,0,BANGALORE SOUTH,12th Pass,IND,KARNATAKA,No,2019,0,637553
5725,40,Manohar Iyer,0,BANGALORE SOUTH,Graduate,IND,KARNATAKA,No,2019,2080647,119497520
5726,30,Prashantha.C,0,BANGALORE SOUTH,Post Graduate,IND,KARNATAKA,No,2019,0,148000
5727,37,Ravikumara.T,0,BANGALORE SOUTH,Graduate Professional,Pragatishil Samajwadi Party (Lohia),KARNATAKA,No,2019,450000,1348000
5728,43,Santhosh Min B,0,BANGALORE SOUTH,Others,IND,KARNATAKA,No,2019,0,4040
5729,44,Syed Sadiq Pasha,0,BANGALORE SOUTH,8th Pass,Karnataka Karmikara Paksha,KARNATAKA,No,2019,305000,5293600
5730,35,Thyagaraj,0,BANGALORE SOUTH,10th Pass,Republican Sena,KARNATAKA,No,2019,0,723000
5731,70,Vatal Nagaraj,0,BANGALORE SOUTH,10th Pass,Kannada Chalavali Vatal Paksha,KARNATAKA,No,2019,1310271,65560974
5732,35,Yogeesh Nagaraj,0,BANGALORE SOUTH,12th Pass,IND,KARNATAKA,No,2019,0,61045000
5733,66,D.V. Sadananda Gowda,0,BANGALORE NORTH,Graduate Professional,BJP,KARNATAKA,Yes,2019,104302653,209384539
5734,46,Abdul Azeez,0,BANGALORE NORTH,8th Pass,Karnataka Pragnyavantha Janatha Party,KARNATAKA,No,2019,58000,622054
5735,71,Abdul Basheer,0,BANGALORE NORTH,10th Pass,IND,KARNATAKA,No,2019,10132000,1350000
5736,61,Abdul Karim Hashimpeer Desai,0,BANGALORE NORTH,Post Graduate,IND,KARNATAKA,No,2019,12400000,16599316
5737,33,Ahmed Khan,0,BANGALORE NORTH,10th Pass,Bahujan Maha Party,KARNATAKA,No,2019,0,7139
5738,43,Amirtha Jai Kumar Essac Yesaiah,0,BANGALORE NORTH,Others,Karnataka Karmikara Paksha,KARNATAKA,No,2019,0,213000
5739,50,C. Ravi Kumar,0,BANGALORE NORTH,5th Pass,IND,KARNATAKA,No,2019,0,0
5740,35,Geeta Kora,1,SINGHBHUM,Post Graduate,INC,JHARKHAND,Yes,2019,1928508,25249018
5741,31,Anil Soren,0,SINGHBHUM,Graduate,IND,JHARKHAND,No,2019,36000,2030615
5742,35,Chandra Mohan Hembrom,0,SINGHBHUM,Post Graduate,SUCI(C),JHARKHAND,No,2019,0,94310
5743,46,Hari Orawn,2,SINGHBHUM,Graduate,Kalinga Sena,JHARKHAND,No,2019,1110385,2552400
5744,60,Sanjay Seth,0,RANCHI,Graduate Professional,BJP,JHARKHAND,Yes,2019,100000,14044267
5745,26,Alok Kumar,0,RANCHI,Graduate,Rashtriya Jansangharsh Swaraj Party,JHARKHAND,No,2019,0,70000
5746,29,Amar Kumar Mahto,0,RANCHI,12th Pass,RPI(A),JHARKHAND,No,2019,0,4880000
5747,58,Dr. Meer Layaq Hussain,0,BANGALORE NORTH,Graduate Professional,IND,KARNATAKA,No,2019,0,20000
5748,41,K.N. Jagadesh Kumar,1,BANGALORE NORTH,Post Graduate,IND,KARNATAKA,No,2019,661000,66824637
5749,46,Krishna Byregowda,0,BANGALORE NORTH,Post Graduate,INC,KARNATAKA,No,2019,15596951,132509044
5750,61,Krishna Mardi,0,SINGHBHUM,Graduate,Jharkhand Mukti Morcha (Ulgulan),JHARKHAND,No,2019,800000,1958965
5751,57,Laxman Giluwa,3,SINGHBHUM,12th Pass,BJP,JHARKHAND,No,2019,1265285,19516408
5752,31,Pardeshi Lal Munda,1,SINGHBHUM,12th Pass,BSP,JHARKHAND,No,2019,0,611726
5753,25,Pratap Singh Banara,0,SINGHBHUM,Post Graduate,Ambedkarite Party of India,JHARKHAND,No,2019,0,52985
5754,61,Anjani Pandey,0,RANCHI,Graduate Professional,IND,JHARKHAND,No,2019,0,30000
5755,36,Bidyadhar Prasad,0,RANCHI,Post Graduate,BSP,JHARKHAND,No,2019,0,19425000
5756,47,Jay Prakash Prasad,0,RANCHI,12th Pass,IND,JHARKHAND,No,2019,0,5258000
5757,63,Jitendra Thakur,0,RANCHI,Others,IND,JHARKHAND,No,2019,0,11506560
5758,68,Gaddigoudar Parvatagouda Chandanagouda,0,BAGALKOT,Graduate Professional,BJP,KARNATAKA,Yes,2019,7987991,43980663
5759,43,Adagal Rajendra,0,BAGALKOT,12th Pass,Bahujan Mukti Party,KARNATAKA,No,2019,850000,1858950
5760,39,Krishna Murthy V .,0,BANGALORE NORTH,Graduate Professional,Right to Recall Party,KARNATAKA,No,2019,80000,6124000
5761,45,Krishnaiah,1,BANGALORE NORTH,8th Pass,IND,KARNATAKA,No,2019,25000,722500
5762,54,Kumar L.,0,BANGALORE NORTH,10th Pass,Bharatiya Prajagala Kalyana Paksha,KARNATAKA,No,2019,0,7916090
5763,62,L. Nagaraj,0,BANGALORE NORTH,Others,IND,KARNATAKA,No,2019,30000,21470000
5764,29,Pushpa Sinku,0,SINGHBHUM,Post Graduate,IND,JHARKHAND,No,2019,0,125000
5765,64,Nand Kishor Yadav,0,RANCHI,10th Pass,IND,JHARKHAND,No,2019,18000,2850413
5766,31,Parmeshwar Mahto,0,RANCHI,12th Pass,Jharkhand Party,JHARKHAND,No,2019,0,1403787
5767,54,Rajesh Kumar,0,RANCHI,8th Pass,IND,JHARKHAND,No,2019,0,955551
5768,31,Rajesh Thapa,0,RANCHI,10th Pass,IND,JHARKHAND,No,2019,0,100800
5769,47,Basanagouda Ramanagouda Meti,0,BAGALKOT,10th Pass,Secular Democratic Congress,KARNATAKA,No,2019,787000,10775000
5770,37,Jamindar Maruti,0,BAGALKOT,Post Graduate,Karnataka Jantha Paksha,KARNATAKA,No,2019,0,2500000
5771,44,M Shashikumar Hlepadi,0,BAGALKOT,5th Pass,Uttama Prajaakeeya Party,KARNATAKA,No,2019,1100000,29973500
5772,52,N. Narayana Swamy Navakoti,0,BANGALORE NORTH,10th Pass,Jai Vijaya Bharathi Party,KARNATAKA,No,2019,410000,5468000
5773,56,N.Hanume Gowda,2,BANGALORE NORTH,12th Pass,IND,KARNATAKA,No,2019,1242906,9052030
5774,43,Parameshwar Gowda,0,BANGALORE NORTH,Graduate,IND,KARNATAKA,No,2019,0,300000
5775,43,Prasanna Kumar Iyengar,0,BANGALORE NORTH,Post Graduate,IND,KARNATAKA,No,2019,5557000,10115799
5776,52,Raju Mahto,1,RANCHI,Graduate,IND,JHARKHAND,No,2019,178000,2007000
5777,77,Ram Tahal. Choudhary,0,RANCHI,10th Pass,IND,JHARKHAND,No,2019,0,45998584
5778,36,Mahmad Husen Mujawar,0,BAGALKOT,Graduate,BSP,KARNATAKA,No,2019,0,50000
5779,45,Muttappa Mudakappa Hirekumbi,0,BAGALKOT,Literate,Raita Bharat Party,KARNATAKA,No,2019,0,1000000
5780,33,Muttu S Surakod,0,BAGALKOT,10th Pass,IND,KARNATAKA,No,2019,960000,3099000
5781,33,Santhosh M.,1,BANGALORE NORTH,Graduate Professional,Uttama Prajaakeeya Party,KARNATAKA,No,2019,0,1401411
5782,27,Shiva Manjesh K.S.,0,BANGALORE NORTH,Graduate Professional,IND,KARNATAKA,No,2019,0,20620000
5783,38,Ramjit Mahto,0,RANCHI,Post Graduate,Proutist Sarva Samaj,JHARKHAND,No,2019,60000,3000000
5784,54,Ranjit Mahto,0,RANCHI,Post Graduate,Peoples Party of India (Democratic),JHARKHAND,No,2019,0,1672800
5785,48,Parashuram Laxman Neelnaik,1,BAGALKOT,12th Pass,Republican Party of India (Karnataka),KARNATAKA,No,2019,0,3125000
5786,41,Pendari Buddesab Makabulsab,0,BAGALKOT,Graduate,IND,KARNATAKA,No,2019,0,590590
5787,35,Sumatha K.S.,0,BANGALORE NORTH,Graduate,IND,KARNATAKA,No,2019,0,21396307
5788,65,Sun Star D.Jairam,0,BANGALORE NORTH,Others,Gareeb Aadmi Party,KARNATAKA,No,2019,0,2130000
5789,48,Syed Hydri Babloo,0,BANGALORE NORTH,Graduate,BSP,KARNATAKA,No,2019,0,200512
5790,35,Satish Singh,0,RANCHI,Graduate Professional,IND,JHARKHAND,No,2019,300000,6242098
5791,72,Sidheshwar Singh,0,RANCHI,Literate,SUCI(C),JHARKHAND,No,2019,0,819326
5792,67,Subodh Kant Sahay,1,RANCHI,Graduate,INC,JHARKHAND,No,2019,11873779,73566185
5793,39,Ramanagoud S Balawad,0,BAGALKOT,Post Graduate,Hindustan Janta Party,KARNATAKA,No,2019,0,273750
5794,42,Ravi Shivappa Padasalagi,1,BAGALKOT,Post Graduate,IND,KARNATAKA,No,2019,9743277,29214743
5795,43,Thimmaraj Gowda (Shenganadu),0,BANGALORE NORTH,8th Pass,IND,KARNATAKA,No,2019,1200000,17249678
5796,50,Tulasappa K Dasar,0,BANGALORE NORTH,Post Graduate,IND,KARNATAKA,No,2019,0,3080000
5797,31,Umesh Babu Pillegowda,0,BANGALORE NORTH,Post Graduate,IND,KARNATAKA,No,2019,550000,864407
5798,44,V. Venkataraju,0,BANGALORE NORTH,8th Pass,IND,KARNATAKA,No,2019,50000,428000
5799,28,Sunita Munda,0,RANCHI,Post Graduate,Ambedkarite Party of India,JHARKHAND,No,2019,20000,265000
5800,40,Vikas Chandra Sharma,0,RANCHI,Post Graduate,CPI(ML) Red Star,JHARKHAND,No,2019,0,112000
5801,29,Shivarajkumar Ajjappa Talawar,0,BAGALKOT,Graduate Professional,IND,KARNATAKA,No,2019,0,109000
5802,38,Veena Kashappanavar,0,BAGALKOT,Graduate,INC,KARNATAKA,No,2019,26784734,78375219
5803,74,Venkatesa Setty,0,BANGALORE NORTH,Graduate,IND,KARNATAKA,No,2019,0,330000
5804,39,Venu M.,0,BANGALORE NORTH,Illiterate,IND,KARNATAKA,No,2019,0,860000
5805,32,Vinay Kumar V.Nayak,0,BANGALORE NORTH,Post Graduate,IND,KARNATAKA,No,2019,117945,180572
5806,63,Angadi Suresh,0,BELGAUM,Graduate Professional,BJP,KARNATAKA,Yes,2019,198479638,366164525
5807,54,Anand Ramesh Patil,0,BELGAUM,Graduate Professional,IND,KARNATAKA,No,2019,250000,866102
5808,42,Anil Baban Hegade,0,BELGAUM,10th Pass,IND,KARNATAKA,No,2019,0,246837
5809,27,Ashutosh Shashikant Kamble,0,BELGAUM,10th Pass,IND,KARNATAKA,No,2019,0,30129
5810,55,P. C. Mohan,0,BANGALORE CENTRAL,12th Pass,BJP,KARNATAKA,Yes,2019,312521957,755529306
