,Age,Candidate,Criminal_Case,District,Education,Party,State,Winner,Year,Liabilities_num,Assets_num
0,52,Kuldeep Rai Sharma,0,ANDAMAN AND NICOBAR ISLANDS,Graduate Professional,INC,ANDAMAN,Yes,2019,80450870,132233012
1,30,Ayan Mandal,0,ANDAMAN AND NICOBAR ISLANDS,Graduate,AITC,ANDAMAN,No,2019,1500000,7270440
2,48,C G Saji Kumar,0,ANDAMAN AND NICOBAR ISLANDS,12th Pass,All India Hindustan Congress Party,ANDAMAN,No,2019,0,120000
3,34,C U Rasheed,0,ANDAMAN AND NICOBAR ISLANDS,12th Pass,IND,ANDAMAN,No,2019,1700000,202808
4,52,Gour Chandra Majumder,0,ANDAMAN AND NICOBAR ISLANDS,Graduate,IND,ANDAMAN,No,2019,0,6062000
5,50,Henry,0,ANDAMAN AND NICOBAR ISLANDS,10th Pass,IND,ANDAMAN,No,2019,0,56459
6,66,K Kalimuthu,0,ANDAMAN AND NICOBAR ISLANDS,8th Pass,IND,ANDAMAN,No,2019,0,5850000
7,45,K Venkat Ram Babu,0,ANDAMAN AND NICOBAR ISLANDS,10th Pass,IND,ANDAMAN,No,2019,0,352000
8,51,Minati Biswas,0,ANDAMAN AND NICOBAR ISLANDS,8th Pass,IND,ANDAMAN,No,2019,400000,3198500
9,61,Paritosh Kumar Haldar,0,ANDAMAN AND NICOBAR ISLANDS,Post Graduate,IND,ANDAMAN,No,2019,1311000,19916000
10,43,Prakash Minj,0,ANDAMAN AND NICOBAR ISLANDS,Post Graduate,BSP,ANDAMAN,No,2019,240000,1250000
11,58,S Sudershan Rao,0,ANDAMAN AND NICOBAR ISLANDS,Doctorate,IND,ANDAMAN,No,2019,8000000,8760000
12,49,Sanjay Meshack,0,ANDAMAN AND NICOBAR ISLANDS,12th Pass,AAP,ANDAMAN,No,2019,1791076,99887782
13,51,V V Khalid,0,ANDAMAN AND NICOBAR ISLANDS,8th Pass,IND,ANDAMAN,No,2019,350000,1512000
14,46,Vishal Jolly,1,ANDAMAN AND NICOBAR ISLANDS,Graduate Professional,BJP,ANDAMAN,No,2019,4633914,85140573
15,46,"Sridhar Kotagiri	",0,ELURU,Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,33560974,462808829
16,49,Alaga Ravi Kumar,0,ELURU,10th Pass,IND,ANDHRA PRADESH,No,2019,0,0
17,58,Chinnam Rama Kotayya,0,ELURU,10th Pass,BJP,ANDHRA PRADESH,No,2019,7713964,100961778
18,55,Gurunadha Rao Jetti,0,ELURU,Graduate,INC,ANDHRA PRADESH,No,2019,2402881,69600598
19,62,Josyula China Venkata Suryanarayana,0,ELURU,Graduate,Pyramid Party of India,ANDHRA PRADESH,No,2019,2500000,12035000
20,59,Maganti Venkateswara Rao,1,ELURU,10th Pass,TDP,ANDHRA PRADESH,No,2019,33303902,199762023
21,29,Mathe Bobby,0,ELURU,12th Pass,RPI(A),ANDHRA PRADESH,No,2019,0,10000
22,46,Mendem Santhosh Kumar,0,ELURU,Others,IND,ANDHRA PRADESH,No,2019,0,10000
23,55,V Siva Rama Krishna,0,ELURU,10th Pass,Jana Jagruti Party,ANDHRA PRADESH,No,2019,0,2700000
24,26,Goddeti Madhavi,0,ARAKU,Graduate Professional,YSRCP,ANDHRA PRADESH,Yes,2019,0,141179
25,41,Anumula Vamsi Krishna,0,ARAKU,Post Graduate,IND,ANDHRA PRADESH,No,2019,100000,50000
26,57,Biddika Ramaiah,0,ARAKU,Illiterate,IND,ANDHRA PRADESH,No,2019,0,415000
27,54,Dr. Kasi Viswanadha Veera Venkata Satyanarayana Reddy Kosuri,0,ARAKU,Doctorate,BJP,ANDHRA PRADESH,No,2019,2200000,11443485
28,61,Kangala Baladora,0,ARAKU,Illiterate,IND,ANDHRA PRADESH,No,2019,0,340500
29,46,Chinta Anuradha,0,AMALAPURAM,Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,2431407,85993362
30,30,Ganti Harish Madhur,0,AMALAPURAM,Graduate Professional,TDP,ANDHRA PRADESH,No,2019,1537488,73049918
31,49,Janga Goutham,0,AMALAPURAM,Graduate,INC,ANDHRA PRADESH,No,2019,0,14768500
32,59,Manepalli Ayyaji Vema,0,AMALAPURAM,Graduate Professional,BJP,ANDHRA PRADESH,No,2019,0,6785061
33,68,N. Reddeppa,0,CHITTOOR,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,1341542,17355862
34,28,A. Hemanth,0,CHITTOOR,5th Pass,IND,ANDHRA PRADESH,No,2019,0,50000
35,37,Narava Satyavathi,0,ARAKU,10th Pass,IND,ANDHRA PRADESH,No,2019,0,964000
36,46,Shruti Devi Vyricherla,0,ARAKU,Graduate Professional,INC,ANDHRA PRADESH,No,2019,0,23592023
37,50,Swamula Subrahamanyam,0,ARAKU,Graduate,Jana Jagruti Party,ANDHRA PRADESH,No,2019,870000,2100000
38,49,Vampuru Gangulaiah,3,ARAKU,10th Pass,Janasena Party,ANDHRA PRADESH,No,2019,320000,2567059
39,72,Vyricherla Kishore Chandra Suryanarayana Deo,0,ARAKU,Post Graduate,TDP,ANDHRA PRADESH,No,2019,0,65729020
40,48,Talari Rangaiah,2,ANANTAPUR,Doctorate,YSRCP,ANDHRA PRADESH,Yes,2019,1135547,11773091
41,56,G. Lalitha,0,ANANTAPUR,Graduate,SUCI(C),ANDHRA PRADESH,No,2019,0,1279676
42,43,Giddama Ranganayakulu,0,ANANTAPUR,Post Graduate,Vishwa Jana Party,ANDHRA PRADESH,No,2019,0,661000
43,33,Hamsa Devineni,0,ANANTAPUR,Post Graduate,BJP,ANDHRA PRADESH,No,2019,1700000,8762212
44,59,Mojas Raja Sekhar Duggirala,1,AMALAPURAM,Post Graduate,Janasena Party,ANDHRA PRADESH,No,2019,0,28930012
45,29,Mortha Sivarama Krishna,0,AMALAPURAM,Graduate,Pyramid Party of India,ANDHRA PRADESH,No,2019,0,0
46,41,Muralikrishna Kanderi,0,AMALAPURAM,Others,India Praja Bandhu Party,ANDHRA PRADESH,No,2019,0,12796
47,65,Panthagada Vijaya Chakravarthy,0,AMALAPURAM,Post Graduate,RPI(Khobragade),ANDHRA PRADESH,No,2019,0,550000
48,45,C. Punyamurthy,4,CHITTOOR,Others,BSP,ANDHRA PRADESH,No,2019,21635686,30323800
49,60,Cheemala. Rangappa,0,CHITTOOR,Graduate Professional,INC,ANDHRA PRADESH,No,2019,0,12832000
50,70,Jayaram Duggani,0,CHITTOOR,Graduate,BJP,ANDHRA PRADESH,No,2019,0,5100000
51,68,Naramalli Siva Prasad,0,CHITTOOR,Graduate Professional,TDP,ANDHRA PRADESH,No,2019,0,69628816
52,42,P. Ramachandran,0,CHITTOOR,Graduate Professional,IND,ANDHRA PRADESH,No,2019,2313000,3580500
53,27,Pallipattu. Abhinav Vishnu,0,CHITTOOR,Graduate Professional,Mundadugu Praja Party,ANDHRA PRADESH,No,2019,0,92600
54,58,Jagadeesh Devaragudi,9,ANANTAPUR,8th Pass,CPI,ANDHRA PRADESH,No,2019,2761973,25613277
55,46,Juturu Chinna Reddy Pavan Reddy,0,ANANTAPUR,Graduate,TDP,ANDHRA PRADESH,No,2019,84550726,373887429
56,30,K Rajiv Reddy,0,ANANTAPUR,Graduate Professional,INC,ANDHRA PRADESH,No,2019,1700000,7264263
57,70,Lingutla Rangaiah,0,ANANTAPUR,5th Pass,IND,ANDHRA PRADESH,No,2019,40000,208000
58,49,M.Venkatesulu,0,ANANTAPUR,10th Pass,Pyramid Party of India,ANDHRA PRADESH,No,2019,312273,2345567
59,40,Padchuri Radha Krishna,0,ANANTAPUR,Graduate,Radical Democrats Party,ANDHRA PRADESH,No,2019,0,1045000
60,30,Rajani Chelle,0,AMALAPURAM,Graduate,Jana Jagruti Party,ANDHRA PRADESH,No,2019,0,261767
61,34,Revu Sudhakar,0,AMALAPURAM,10th Pass,IND,ANDHRA PRADESH,No,2019,0,11000
62,48,Pothuru Rangaiah,0,ANANTAPUR,8th Pass,IND,ANDHRA PRADESH,No,2019,130000,1509000
63,50,Somanath Deshmukh,0,ANANTAPUR,10th Pass,IND,ANDHRA PRADESH,No,2019,300000,9327000
64,28,Vadde Kasinath,0,ANANTAPUR,Others,IND,ANDHRA PRADESH,No,2019,350000,1054611
65,51,"Viswa Prasad Yadav Sankireddy	",0,ANANTAPUR,Post Graduate,IND,ANDHRA PRADESH,No,2019,0,4165000
66,52,Dr.Beesetti Venkata Satyavathi,0,ANAKAPALLE,Graduate Professional,YSRCP,ANDHRA PRADESH,Yes,2019,11139279,91526244
67,43,Adari Anand Kumar,0,ANAKAPALLE,10th Pass,TDP,ANDHRA PRADESH,No,2019,205591400,410547212
68,38,Appala Naidu Tummagonta,0,ANAKAPALLE,10th Pass,IND,ANDHRA PRADESH,No,2019,0,0
69,56,Chintala Partha Sarathi,0,ANAKAPALLE,Post Graduate,Janasena Party,ANDHRA PRADESH,No,2019,110928567,335308506
70,65,Dr Gandi Venkata Satyanarayana Rao,0,ANAKAPALLE,Post Graduate,BJP,ANDHRA PRADESH,No,2019,9497894,57688924
71,51,K B Swaroop,0,ANAKAPALLE,Graduate Professional,Jana Jagruti Party,ANDHRA PRADESH,No,2019,0,24454500
72,57,P.S.Ajay Kumar,3,ANAKAPALLE,Post Graduate,CPI(ML)(L),ANDHRA PRADESH,No,2019,0,1258000
73,49,Ruthala Srirama Murthy,0,ANAKAPALLE,Graduate Professional,INC,ANDHRA PRADESH,No,2019,0,27611641
74,65,Taadi Veera Jagadeeshwari,0,ANAKAPALLE,5th Pass,Pyramid Party of India,ANDHRA PRADESH,No,2019,318680,286242307
75,46,Vadlamuri Krishna Swaroop,0,ANAKAPALLE,Post Graduate,Dalita Bahujana Party,ANDHRA PRADESH,No,2019,0,16500
76,50,Balashowry Vallabhaneni,2,MACHILIPATNAM,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,746310844,990575840
77,44,Bandreddi Ramakrishna,0,MACHILIPATNAM,Post Graduate,Janasena Party,ANDHRA PRADESH,No,2019,37600000,100800000
78,70,"Gandhi Dhanekula	",0,MACHILIPATNAM,10th Pass,IND,ANDHRA PRADESH,No,2019,700000,1530000
79,55,Gollu Krishna,5,MACHILIPATNAM,Others,INC,ANDHRA PRADESH,No,2019,11400000,8795000
80,57,"Gudivaka Ramanjaneyulu	",0,MACHILIPATNAM,Graduate,BJP,ANDHRA PRADESH,No,2019,10500000,32695161
81,26,Gudivaka Venkata Naga Basava Rao,0,MACHILIPATNAM,12th Pass,IND,ANDHRA PRADESH,No,2019,1830000,10375500
82,68,Konakalla Narayana Rao,0,MACHILIPATNAM,12th Pass,TDP,ANDHRA PRADESH,No,2019,16809408,58649214
83,38,Nadakuditi Naga Gayathri,0,MACHILIPATNAM,Post Graduate,IND,ANDHRA PRADESH,No,2019,4390000,8921500
84,55,Vanga Geetha Viswanatham,0,KAKINADA,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,34416887,202528594
85,45,Ankadi Sathibabu,0,KAKINADA,Illiterate,IND,ANDHRA PRADESH,No,2019,0,50000
86,28,Appalakonda Vangalapudi,0,KAKINADA,Post Graduate,Mundadugu Praja Party,ANDHRA PRADESH,No,2019,508707,514707
87,34,Yeduguri Sandinti Avinash Reddy,4,KADAPA,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,22833319,186969794
88,52,Dr Sanjeev Kumar,0,KURNOOL,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,62070621,325914387
89,51,Peram Siva Nageswara Rao,0,MACHILIPATNAM,8th Pass,RPI(A),ANDHRA PRADESH,No,2019,1000000,32000000
90,78,Valluru Venkateswara Rao,0,MACHILIPATNAM,Graduate,Pyramid Party of India,ANDHRA PRADESH,No,2019,1200000,21825290
91,39,Vijaya Lakshmi Chalapaka,0,MACHILIPATNAM,Graduate,IND,ANDHRA PRADESH,No,2019,0,1208274
92,56,Yarlagadda Rama Mohana Rao,0,MACHILIPATNAM,12th Pass,Bahujan Maha Party,ANDHRA PRADESH,No,2019,0,10086000
93,34,Buddala Geetha Devi,0,KAKINADA,5th Pass,Praja Shanthi Party,ANDHRA PRADESH,No,2019,0,32000
94,49,Donam Neelakantam,0,KAKINADA,Post Graduate,All India Praja Party,ANDHRA PRADESH,No,2019,640000,1477500
95,40,Godugu Satyanarayana,0,KAKINADA,Graduate,CPI(ML)(L),ANDHRA PRADESH,No,2019,0,28000
96,62,Jyothula Venkateswara Rao,0,KAKINADA,12th Pass,Janasena Party,ANDHRA PRADESH,No,2019,1150000,173451539
97,48,Ameen Peeran Shaik,0,KADAPA,Post Graduate,Ambedkar National Congress,ANDHRA PRADESH,No,2019,9000,83993
98,61,Chadipirala Adi Narayana Reddy,0,KADAPA,Post Graduate,TDP,ANDHRA PRADESH,No,2019,961319,30742398
99,53,Chadipiralla Siva Narayana Reddy,0,KADAPA,Others,Navarang Congress Party,ANDHRA PRADESH,No,2019,591000,11320100
100,58,Abdul Waris,4,KURNOOL,8th Pass,SDPI,ANDHRA PRADESH,No,2019,0,5110000
101,42,Ahmed Ali Khan,0,KURNOOL,12th Pass,INC,ANDHRA PRADESH,No,2019,0,158831414
102,40,B. Shiva Kumar,0,KURNOOL,10th Pass,IND,ANDHRA PRADESH,No,2019,627000,5237200
103,41,Kakileti Ravindra,0,KAKINADA,10th Pass,IND,ANDHRA PRADESH,No,2019,750000,1820000
104,66,Mallipudi Sri Ramachandra Murthy,0,KAKINADA,5th Pass,INC,ANDHRA PRADESH,No,2019,595000,3995000
105,53,Medisetti Vijaya Kumar,8,KAKINADA,12th Pass,IND,ANDHRA PRADESH,No,2019,11358500,46243484
106,46,Peddimsetti Venkateswara Rao,2,KAKINADA,12th Pass,Jana Jagruti Party,ANDHRA PRADESH,No,2019,0,23742000
107,40,Gona Purushottam Reddy,4,KADAPA,Graduate,IND,ANDHRA PRADESH,No,2019,9206703,22473647
108,50,Gujjula Eswaraiah,1,KADAPA,Post Graduate,CPI,ANDHRA PRADESH,No,2019,100000,327881
109,42,Gundlakunta Sreeramulu,0,KADAPA,12th Pass,INC,ANDHRA PRADESH,No,2019,1130000,16452000
110,39,Dandu Seshu Yadav,0,KURNOOL,Graduate Professional,SP,ANDHRA PRADESH,No,2019,0,1950000
111,45,Devarapogu Maddilety,1,KURNOOL,10th Pass,IND,ANDHRA PRADESH,No,2019,0,523616
112,38,G Sanjeeva Kumar,0,KURNOOL,10th Pass,Samajwadi Forward Bloc,ANDHRA PRADESH,No,2019,0,160000
113,47,"Hatcholi Thomas	",0,KURNOOL,10th Pass,IND,ANDHRA PRADESH,No,2019,238020,2752615
114,38,Sathi Veera Lakshmi,0,KAKINADA,Illiterate,Pyramid Party of India,ANDHRA PRADESH,No,2019,0,30000
115,49,Sunil Kumar Chalamalasetty,0,KAKINADA,Post Graduate,TDP,ANDHRA PRADESH,No,2019,18310000,253266524
116,44,Jakku Chenna Krishna Reddy,1,KADAPA,10th Pass,IND,ANDHRA PRADESH,No,2019,12380000,24746957
117,32,Lakshmi Reddy Putha,3,KADAPA,Graduate Professional,Rajyadhikara Party,ANDHRA PRADESH,No,2019,0,7300000
118,31,Nyamatulla Shaik,0,KADAPA,Graduate,IND,ANDHRA PRADESH,No,2019,1000000,4909000
119,43,Pedakala Varalakshmi,0,KADAPA,Graduate Professional,Pyramid Party of India,ANDHRA PRADESH,No,2019,2402564,11034583
120,46,Kasula Rajasekhar,0,KURNOOL,10th Pass,Pyramid Party of India,ANDHRA PRADESH,No,2019,1808144,4650560
121,58,Kommireddy Prabhakar Reddy,1,KURNOOL,Graduate Professional,CPI(M),ANDHRA PRADESH,No,2019,85000,1659077
122,0,Vasamsetty Venakta Ramana,0,KAKINADA,10th Pass,AIFB,ANDHRA PRADESH,No,2019,2170000,4850000
123,46,Yalla Venkata Rama Mohana Rao,1,KAKINADA,Graduate,BJP,ANDHRA PRADESH,No,2019,18424937,107992410
124,0,Siva Chandra Reddy Komma,0,KADAPA,Post Graduate,Anna YSR Congress Party,ANDHRA PRADESH,No,2019,1100000,5160000
125,50,Sri Rama Chandra Singareddy,0,KADAPA,Graduate,BJP,ANDHRA PRADESH,No,2019,15886451,84971019
126,39,Venu Gopal Rachineni,0,KADAPA,10th Pass,IND,ANDHRA PRADESH,No,2019,200000,3100000
127,67,"Kotla Jaya Surya Prakash Reddy	",0,KURNOOL,Graduate,TDP,ANDHRA PRADESH,No,2019,1450000,174762674
128,66,M. Naganna,1,KURNOOL,Illiterate,SUCI(C),ANDHRA PRADESH,No,2019,15000,444500
129,48,P.V. Parthasarathi,0,KURNOOL,Post Graduate,BJP,ANDHRA PRADESH,No,2019,62328052,297510890
130,51,P.V. Srihari,0,KURNOOL,Doctorate,IND,ANDHRA PRADESH,No,2019,5975759,25865207
131,30,S.Md. Shafath,0,KURNOOL,Graduate Professional,Rayalaseema Rashtra Samithi,ANDHRA PRADESH,No,2019,0,5000000
132,26,T. Beechupally,0,KURNOOL,Graduate,IND,ANDHRA PRADESH,No,2019,0,192000
133,43,Suresh Babu Nandigam,0,BAPATLA,8th Pass,YSRCP,ANDHRA PRADESH,Yes,2019,269000,4158610
134,29,Bussa Nagaraju,1,BAPATLA,Others,IND,ANDHRA PRADESH,No,2019,0,194000
135,43,Challagali Kishore Kumar,1,BAPATLA,Graduate Professional,BJP,ANDHRA PRADESH,No,2019,0,3185877
136,35,China Nageswara Rao Sadhu,0,BAPATLA,Post Graduate,Mundadugu Praja Party,ANDHRA PRADESH,No,2019,196000,1259090
137,40,Gadde Haribabu,0,BAPATLA,Graduate,Navodayam Party,ANDHRA PRADESH,No,2019,100000,20000
138,34,Gella Nagamalli,0,BAPATLA,Graduate Professional,IND,ANDHRA PRADESH,No,2019,465000,448500
139,46,Golla Baburao,0,BAPATLA,Post Graduate,IND,ANDHRA PRADESH,No,2019,0,78000
140,67,Jesudasu Seelam,0,BAPATLA,Post Graduate,INC,ANDHRA PRADESH,No,2019,8342498,126397634
141,64,Kanthiraj Devanand,0,BAPATLA,Post Graduate,BSP,ANDHRA PRADESH,No,2019,1200000,34436000
142,53,Kattepogu Vijay Kumar,0,BAPATLA,5th Pass,Pyramid Party of India,ANDHRA PRADESH,No,2019,0,454000
143,65,Malyadri Sriram,0,BAPATLA,Post Graduate,TDP,ANDHRA PRADESH,No,2019,598794,42520353
144,71,Nuthakki Rama Rao,0,BAPATLA,Post Graduate,All India Praja Party,ANDHRA PRADESH,No,2019,0,72376055
145,46,Thumati Ravi,0,BAPATLA,Post Graduate,All Peoples Party,ANDHRA PRADESH,No,2019,0,3418000
146,50,Kuruva Gorantla Madhav,2,HINDUPUR,Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,730332,1787356
147,61,Gogula Pulakunta Jayanth,0,HINDUPUR,Graduate,IND,ANDHRA PRADESH,No,2019,16710,3196142
148,41,K.T.Sreedhar,1,HINDUPUR,Post Graduate,INC,ANDHRA PRADESH,No,2019,8128000,43462500
149,60,Mitta Parthasarathi,2,HINDUPUR,Graduate,BJP,ANDHRA PRADESH,No,2019,106820000,357849990
150,63,Mugi Surya Prakash,0,HINDUPUR,Graduate,IND,ANDHRA PRADESH,No,2019,0,43266800
151,63,N.Kristappa,4,HINDUPUR,Graduate,TDP,ANDHRA PRADESH,No,2019,1011804,51375301
152,42,Dibyendu Adhikari,1,TAMLUK,Graduate,AITC,WEST BENGAL,Yes,2019,8397501,37687867
153,45,Dhananjoy Dalai,0,TAMLUK,12th Pass,IND,WEST BENGAL,No,2019,0,45000
154,73,Lakshman Chandra Seth,5,TAMLUK,Doctorate,INC,WEST BENGAL,No,2019,0,2045953
155,53,Jayadev Galla,0,GUNTUR,Graduate,TDP,ANDHRA PRADESH,Yes,2019,203452417,3051485242
156,68,Araveti Hazarath Rao,0,GUNTUR,Graduate Professional,Pyramid Party of India,ANDHRA PRADESH,No,2019,180700,14924686
157,50,Bonaboyina Srinivasa Rao,1,GUNTUR,10th Pass,Janasena Party,ANDHRA PRADESH,No,2019,12482935,32876690
158,57,Sajda Ahmed,0,ULUBERIA,Graduate,AITC,WEST BENGAL,Yes,2019,5322615,28351569
159,26,Alimuddin Nazir,0,ULUBERIA,12th Pass,Rashtriya Janadhikar Suraksha Party,WEST BENGAL,No,2019,0,50000
160,51,Ramamohan D.G.,0,HINDUPUR,12th Pass,IND,ANDHRA PRADESH,No,2019,0,447500
161,35,S.R.Anjaneyulu,0,HINDUPUR,Post Graduate,IND,ANDHRA PRADESH,No,2019,0,43000
162,33,S.Ram Mohan,0,HINDUPUR,10th Pass,Pyramid Party of India,ANDHRA PRADESH,No,2019,0,89797
163,59,Madhusudan Bera,1,TAMLUK,10th Pass,SUCI(C),WEST BENGAL,No,2019,0,199276
164,43,Makhan Mahapatra,0,TAMLUK,12th Pass,BSP,WEST BENGAL,No,2019,575000,737400
165,52,Marphat Ali Khan,0,TAMLUK,Literate,IND,WEST BENGAL,No,2019,0,230500
166,49,Motyar Rahaman,0,TAMLUK,8th Pass,Bharat Prabhat Party,WEST BENGAL,No,2019,856000,3147000
167,37,Dasari Kiran Babu,0,GUNTUR,8th Pass,IND,ANDHRA PRADESH,No,2019,2645782,5980980
168,60,Doppalapudi Veera Das,0,GUNTUR,Graduate,IND,ANDHRA PRADESH,No,2019,880000,5990000
169,51,Jacob Vidyasagar Nakka,2,GUNTUR,Post Graduate,Viduthalai Chiruthaigal Katchi,ANDHRA PRADESH,No,2019,0,3073000
170,42,Amal Barman,0,ULUBERIA,10th Pass,IND,WEST BENGAL,No,2019,0,2437609
171,62,Durgadas Hajra,0,ULUBERIA,12th Pass,IND,WEST BENGAL,No,2019,0,1325108
172,36,Sankar Mondal,0,TAMLUK,12th Pass,Rashtriya Jan Adhikar Party,WEST BENGAL,No,2019,0,49000
173,31,Satadal Metya,0,TAMLUK,Post Graduate,SHS,WEST BENGAL,No,2019,0,43100
174,50,Sidharthasankar Naskar,1,TAMLUK,8th Pass,BJP,WEST BENGAL,No,2019,0,1903590
175,31,Sk. Ibrahim Ali,4,TAMLUK,Graduate,CPI(M),WEST BENGAL,No,2019,0,412438
176,33,Sukomal Adak,0,TAMLUK,Graduate,IND,WEST BENGAL,No,2019,0,1143255
177,44,Jayaprakash Narayana Valluru,0,GUNTUR,Graduate Professional,BJP,ANDHRA PRADESH,No,2019,0,39526187
178,61,Jeldi Raja Mohan,0,GUNTUR,12th Pass,All India Praja Party,ANDHRA PRADESH,No,2019,30000,4209000
179,55,Mannava Hariprasad,0,GUNTUR,Graduate Professional,CPI(ML) Red Star,ANDHRA PRADESH,No,2019,107102,14668071
180,52,Modugula Venugopala Reddy,3,GUNTUR,Graduate Professional,YSRCP,ANDHRA PRADESH,No,2019,1675274,137466129
181,56,Joy Banerjee,2,ULUBERIA,Graduate,BJP,WEST BENGAL,No,2019,0,246933
182,58,Maksuda Khatun,0,ULUBERIA,Doctorate,CPI(M),WEST BENGAL,No,2019,2876353,12578736
183,61,Minati Sarkar,0,ULUBERIA,Graduate,SUCI(C),WEST BENGAL,No,2019,0,1091556
184,41,Ramarao Simhadri,0,GUNTUR,5th Pass,Praja Shanthi Party,ANDHRA PRADESH,No,2019,0,219000
185,41,Samudrala Chinna Kotaiah,0,GUNTUR,10th Pass,National Dalitha Dhal Party,ANDHRA PRADESH,No,2019,1500000,2024577
186,35,Sarabandi Raju Sikhinam,0,GUNTUR,Post Graduate,Indian Labour Party (Ambedkar Phule),ANDHRA PRADESH,No,2019,0,30000
187,40,"Shoma Ranisree Roy	",0,ULUBERIA,Post Graduate,INC,WEST BENGAL,No,2019,0,5400000
188,33,Simal Saren,0,ULUBERIA,Graduate Professional,Indian Unity Centre,WEST BENGAL,No,2019,601000,946406
189,54,Susanta Kumar Dalui,0,ULUBERIA,10th Pass,IND,WEST BENGAL,No,2019,43553,910236
190,43,Shaik Jaleel,0,GUNTUR,5th Pass,Navarang Congress Party,ANDHRA PRADESH,No,2019,0,72625000
191,53,Shaik Mastanvali,1,GUNTUR,Post Graduate,INC,ANDHRA PRADESH,No,2019,0,62806111
192,61,Ullagi David Jayakumar,0,GUNTUR,Doctorate,Hardam Manavtawadi Rashtriya Dal,ANDHRA PRADESH,No,2019,0,131900
193,29,Umar Basha Shaik,0,GUNTUR,Graduate Professional,IND,ANDHRA PRADESH,No,2019,2000000,15008000
194,50,Yanamadala Venkata Suresh,0,GUNTUR,Graduate,IND,ANDHRA PRADESH,No,2019,0,1302000
195,62,Kalyan Banerjee,0,SREERAMPUR,Graduate Professional,AITC,WEST BENGAL,Yes,2019,5522403,175968902
196,54,Avash Munshi,0,SREERAMPUR,10th Pass,IND,WEST BENGAL,No,2019,0,368754
197,60,Debabrata Biswas,0,SREERAMPUR,Graduate,INC,WEST BENGAL,No,2019,0,21640220
198,42,Debjit Sarkar,9,SREERAMPUR,Graduate Professional,BJP,WEST BENGAL,No,2019,0,3523068
199,58,Kashinath Murmu,0,SREERAMPUR,10th Pass,Indian Unity Centre,WEST BENGAL,No,2019,0,275830
200,61,Lachman Rajak,0,SREERAMPUR,10th Pass,BSP,WEST BENGAL,No,2019,0,5843225
201,39,Mangal Sarkar,0,SREERAMPUR,8th Pass,IND,WEST BENGAL,No,2019,0,1740000
202,61,"Prabhash Chandra Kar	",0,SREERAMPUR,8th Pass,Rashtriya Janadhikar Suraksha Party,WEST BENGAL,No,2019,0,600000
203,65,Pradyut Chowdhuri,0,SREERAMPUR,Graduate,SUCI(C),WEST BENGAL,No,2019,0,12096
204,41,Swapan Manna,0,SREERAMPUR,Graduate,IND,WEST BENGAL,No,2019,0,32000
205,44,Tirthankar Ray,0,SREERAMPUR,Graduate,CPI(M),WEST BENGAL,No,2019,28000,289956
206,56,Jagannath Sarkar,1,RANAGHAT,Graduate Professional,BJP,WEST BENGAL,Yes,2019,0,17622476
207,37,Bidyut Biswas,0,RANAGHAT,8th Pass,IND,WEST BENGAL,No,2019,0,807700
208,56,Biswas Rama,1,RANAGHAT,Post Graduate,CPI(M),WEST BENGAL,No,2019,0,3211830
209,39,Gautam Ray,0,RANAGHAT,12th Pass,BSP,WEST BENGAL,No,2019,0,127000
210,56,Minati Biswas,0,RANAGHAT,Graduate,INC,WEST BENGAL,No,2019,777679,3197168
211,58,Paresh Haldar,0,RANAGHAT,5th Pass,SUCI(C),WEST BENGAL,No,2019,0,710709
212,25,Rupali Biswas,0,RANAGHAT,Graduate,AITC,WEST BENGAL,No,2019,1727897,7370951
213,48,Debasree Chaudhuri,2,RAIGANJ,Post Graduate,BJP,WEST BENGAL,Yes,2019,823416,6139123
214,38,Advocate Anjay Debsarma,0,RAIGANJ,Post Graduate,IND,WEST BENGAL,No,2019,0,706000
215,64,Agarwal Kanaialal,4,RAIGANJ,Post Graduate,AITC,WEST BENGAL,No,2019,0,20695117
216,34,Jyotirmay Singh Mahato,2,PURULIA,Graduate Professional,BJP,WEST BENGAL,Yes,2019,456100,2250540
217,50,Anandi Tudu,0,PURULIA,12th Pass,BSP,WEST BENGAL,No,2019,0,436641
218,42,P.V.Midhun Reddy,3,RAJAMPET,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,205473477,665085701
219,61,Asadi Venkatadri,0,RAJAMPET,12th Pass,Rashtriya Krantikari Samajwadi Party,ANDHRA PRADESH,No,2019,80000,850000
220,68,D.A. Sathya Prabha,0,RAJAMPET,12th Pass,TDP,ANDHRA PRADESH,No,2019,593275186,2204833211
221,40,Karimulla Khan Pattan,0,RAJAMPET,Post Graduate,Navataram Party,ANDHRA PRADESH,No,2019,0,1677823
222,57,Abu Taher Khan,3,MURSHIDABAD,8th Pass,AITC,WEST BENGAL,Yes,2019,1350000,8926616
223,69,"Abu Hena, S/O - Late Abdus Sattar",0,MURSHIDABAD,Post Graduate,INC,WEST BENGAL,No,2019,0,8021988
